ID,Artist,Song
343,Rod Stewart,A reason to believe
604,Rod Stewart,So far away
1428,Rod Stewart,Maggie may
3451,Rod Stewart,Forever young
3751,Rod Stewart,Baby Jane
2055,Roger Miller,King of the road
1757,Roger Whittaker,I don't believe in if anymore
1591,Rolf Carlsson,Tidig �r tiden
1388,Rolling Stones,Hony tonk women
1415,Rolling Stones,Jumpin' jack flash
1453,Rolling Stones,Satisfaction
2754,Rolling Stones,Like a rolling stone
2789,Rolling Stones,Paint it black
5267,Rolling Stones,Sympathy For The Devil
5268,Rolling Stones,Under My Thumb
220,Ronan Keating,The long goodbye
438,Ronan Keating,The way you make me feel
594,Ronan Keating,Father and son
1126,Ronan Keating,Life is a rollercoaster
1229,Ronan Keating,When you say nothing at all
1240,Ronan Keating,All over again
2222,Ronettes,Be my baby
913,Rongedal,Just a minute
5703,Rosemary Clooney,Mambo italiano
1995,Rosie/Originals,Angel baby
300,Roxette,Make it real
475,Roxette,It must have been love
1047,Roxette,Spending my time
1308,Roxette,Sleeping in my car
2697,Roxette,Fading like a flower (every time you leave)
2758,Roxette,The look
5683,Roxette,Church of your heart
2365,Roxy Music,More than this
2669,Roxy Music,Dance away
2761,Roxy Music,Love is the drug
2856,Roxy Music,The strand
5704,Roy Orbinson,A love so beautiful
5705,Roy Orbinson,Dream baby
893,Roy Orbison,You got it
2,Rozallo,Everybody's free
5531,Rudimental Ft James Arthur,Sun comes up
3526,Rufus,Tell me something good
5269,Run Dmc,It's Tricky
3437,Ryan Cabrera,True
1122,S Club 7,Don't stop movin'
1128,S Club 7,Reach
859,Sade,By your side
2430,Salt 'N Pepa,Shoop
5270,Salt N Pepa,Let's Talk About Sex
2659,Sam Cooke,Chain gang
2892,Sam Cooke,Wonderful world
2897,Sam Cooke,You send me
4955,Sam Cooke,A change is gonna come
35,Sam The Sham & The Pharaohs,Woolly bully
2860,Samantha Fox,Touch me (I want your body)
3801,Samantha Fox,I only want to be with you
3929,Samantha Fox,Nothing's gonna stop me now
5427,Sandra,Maria Magdalena
958,Sandra Dahlberg,H�r stannar jag kvar
1318,Sandy Shaw,Puppet on a string
807,Sanna Nielsen,Hela v�rlden f�r mig
911,Sanna Nielsen,Empty room
3258,Sanna Nielsen,I'm in love
950,Sanne Salomonsen,Higher ground
347,Santa Esmeralda,You're my everything
3474,Santana,Open invitation
2353,Santana & Chad Kroeger,Into the night
4956,Santana & Eagle-Eye Cherry,Wishing it was
156,Santana & Michelle Branch,The game of love
1299,Santana & Rob Thomas,Smooth
964,Sara L�fgren,Som stormen
1078,Sara L�fgren,Starkare
3261,Sara Varga,Spring f�r livet
904,Sarah Dawn Finer,I'm moving on
927,Sarah Dawn Finer,I remember love
968,Sarek,�lvorna
70,Sash & Tina Cousins,Mysterious time
759,Sator,I wanna go home
3656,Savage Garden,Animal song
3844,Savage Garden,I want you
3846,Savage Garden,To the moon and back
3852,Savage Garden,"Break me, shake me"
3856,Savage Garden,I knew I loved you
3860,Savage Garden,Affirmation
3862,Savage Garden,Hold me
3928,Savage Garden,Crash and burn
5831,Saweetie ft Doja cat,Best friend
3459,Scandal,Goodbye to you
2702,Scissor Sisters,Filthy gorgeous
2728,Scissor Sisters,I don't feel like dancing
2749,Scissor Sisters,Kiss you off
2750,Scissor Sisters,Land of a thousand words
2847,Scissor Sisters,Take your mama
5832,Scissors sisters,Mary
1184,Scorpions,No one like you
5903,Scorpions,The zoo
49,Seal,Kiss from a rose
4307,Sean Banan,Sean den f�rste banan
218,Sean Paul,Get busy
1380,Sean Paul,Gimme the light
1328,Searchers,Sweets for my sweet
818,Sebastian,Do what you're told
930,Sebastian,V�gar du v�gar jag
489,Seith Carradine,I'm easy
3720,Selena,El toro relajo
5636,Selena Gomes,Lose you to love me
5637,Selena Gomes,Slow down
5525,Selena Gomez,A year without rain
5514,Selena Gomez ft ASAP Rocky,Good for you
5526,Selena Gomez Ft Marshmello,Wolves
5522,Selena Gomez Ft. Gucci Mane,Fetish
480,Selina,Dreaming of you
3264,September,Mikrofonk�t
3919,September,Cry for you
3949,September,Can't get over
652,Sertab,Every way that l can
864,Sex Pistols,Pretty vacant
1721,Sex Pistols,Anarchy in the UK
1027,Sha-Boom,Rock (rock'n roll music)
2077,Shaggy,Oh Carolina
895,Shakin' Stevens,Oh Julie
176,Shakira,Underneath your clothes
3721,Shakira,Estoy aqui
3722,Shakira,Si te vas
3723,Shakira,Suerte
3963,Shakira & Freshlyground,Waka waka (this time for Africa)
4114,Shamen,Ebenezer goode
635,Shanes,Vem f�r f�lja dig hem
1145,Shania Twain,Love gets me everytime
2065,Shania Twain,Who's bed have your boot been under
2066,Shania Twain,Man I feel like a woman
2223,Shania Twain,That don't impress me much
3504,Shania Twain,If you're not in it for love
3505,Shania Twain,Rock this country
3507,Shania Twain,You've got a way (remix)
3508,Shania Twain,Any man of mine
3510,Shania Twain,I'm holding on to love
3511,Shania Twain,Forever and for always
3512,Shania Twain,Don't be stupid
3516,Shania Twain,Honey I'm home
97,Shania Twain & Bryan White,From this moment on
5603,Shawn Mendes,Nervous
5604,Shawn Mendes,Something big
5605,Shawn Mendes,Nothing holding me back
5809,Shawn Mendes ft Justin Bieber,Monster
3657,Shawn Mullin,Lullaby
718,Shayne Ward,No promises
2432,Shayne Ward,No u hang up
1736,Shirley Bassey,Climb every mountain
4303,Shirley Bassey,Goldfinger
5276,Shirley Bassey,This Is My Life
947,Shirley Clamp,Att �lska dig
961,Shirley Clamp,Min k�rlek
1615,Showaddywaddy,Pretty little angel eyes
916,Sibel,That is where I'll go
3260,Simon Forsberg,Tid att andas
1363,Simple Minds,Don't you forget about me
1441,Sinead O'Connor,Nothing compares 2 U
1481,Sisqo,Thong song
3658,Sixpence non the richer,Kiss me
2305,Skeeter Davis,The end of the world
3438,Skye Sweetnam,Tangled up in me
1996,Skylark,Wildflower
4959,Slayer,Raining blood
4960,Slayer,Spill the blood
4961,Slayer,South of heaven
2869,Slipknot,Vermillion
4090,Slipknot,Wait and bleed
2810,"Slum Village, Kanye West & John Legend",Selfish
4967,Smash Mouth,You are my number one
5905,Smash mouth,All star
866,Smiths,There is a light that never goes out
867,Smiths,This charming man
2205,Smokie,Living next door to Alice
4968,Snoop Dog & Justin Timberlake,Signs
3818,Snoop Dogg,What's my name
2117,Snow Patrol,The planets bend between us
5684,Snowstorm,Sommarnatt
907,Sofia,Alla
673,Sofie,Simsalabim
817,Son of a plumber,C'mon/Jo-Anna Says
4971,Son of Dork,Eddie's song
5282,Sonia,Better The Devil You Know
737,Sonja Ald�n,H�r st�r jag
929,Sonja Ald�n,F�r att du finns
4309,Sonja Ald�n,I din himmel
143,Sophie Ellis-Bextor,Get over you
2382,Sophie Ellis-Bextor,Murder on the dancefloor
2689,Sound of Music,Edelweiss
2772,Sound of Music,My favourite things
2822,Sound of Music,"So long, farewell"
2855,Sound of Music,The sound of music
2903,Soundgarden,Black hole sun
3647,South Pacific,I'm gonna wash that man right out of my hair
3808,Spandau Ballet,True
3814,Spandau Ballet,Through the barricades
3819,Spandau Ballet,Only when you leave
1223,Spencer Davis Group,Keep on running
1868,Spice Girls,Viva forever
1872,Spice Girls,Too much
1873,Spice Girls,Mi chico latino
1874,Spice Girls,Lift me up
1877,Spice Girls,Northern star
1881,Spice Girls,I want you back
2104,Spice Girls,Love thing
4065,St Etienne,He's on the phone
1464,Stacy Orrico,Stuck
4014,Staind,It's been a while
5436,Stars On 54,If You Could Read My Mind
2876,Starship,We built this city
3398,Starship,It's not over 'til it's over
4973,Steely Dan,Black Friday
4974,Steely Dan,Bodhisattva
4976,Steely Dan,Dirty work
4977,Steely Dan,Fez
4979,Steely Dan,Hey 19
4980,Steely Dan,Josie
4981,Steely Dan,My school
4982,Steely Dan,Peg
4983,Steely Dan,Time out of mind
4985,Steely Dan,Babylon sisters
1342,Steppenwolf,Born to be wild
1637,Steps,Tragedy
5284,Stereo Mcs,Connected
3796,Steve Miller,The joker
2226,Steve Winwood,Higher love
1396,Stevie Wonder,I just called to say I love you
2923,Stevie Wonder,Lately
4052,Stevie Wonder,I wish
4990,Stevie Wonder,You and I
4992,Stevie Wonder,Uptight (everything's alright)
4994,Stevie Wonder,Don't you worry 'bout a thing
286,Sting,Every breath you take
869,Sting,Fields of gold
870,Sting,An Englishman in New York
2362,Stone Roses,I wanna be adored
2945,Stone Sour,Through glass
2960,Stone Sour,Bother
2228,Stone temple pilots,Interstate love song
2229,Stone temple pilots,Plush
1716,Stranglers,Skin deep
1717,Stranglers,Something better change
2325,Stray Cats,Rock this town
2941,Style council,Speak like a child
1155,Styx,Too much time on my hands
3460,Styx,Suite madame blue
4997,Styx,Mr Roboto
105,Sugarbabes,Round round
197,Sugarbabes,Stronger
256,Sugarbabes,Hole in the head
1233,Sugarbabes,Follow me home
1407,Sugarbabes,In the middle
3563,Sum 41,In too deep
5738,Sum 41,Another time around
4999,Sunrise Avenue,Fairytale gone bad
5000,Sunrise Avenue,Somebody help me
5002,Supertramp,Give a little bit
5004,Supertramp,Breakfast in America
5006,Supertramp,Goodbye stranger
1323,Supremes,Stop in the name of love
1335,Supremes,Baby love
1372,Survivor,Eye of the tiger
5008,Susan Boyle,I dreamed a dream
1020,Susanne Alfvengren,N�r vi r�r varann
1524,Susanne Alfvengren & Mikael Rickfors,Som stormen river �ppet hav
61,Suzi Quatro,Devilgate drive
3788,Suzi Quatro & Chris Norman,Stumblin' in
633,Sven-Ingvars,Tv� m�rka �gon
792,Sven-Ingvars,Fr�ken Fr�ken
796,Sven-Ingvars,Min gitarr
800,Sven-Ingvars,S�g inte nej s�g kanske
802,Sven-Ingvars,Torparrock
1045,Svenne Rubins,L�nga bollar p� Bengt
1026,Svullo,F�r fet f�r ett fuck
5287,Swedish House Mafia,Don't You Worry Child
3967,Swedish House Mafia & Pharrell,One (your name)
5442,Swedish House Mafia And Pharrell,One
44,Sweet,Ballroom blitz
5009,Sweet,Fox on the run
1599,Swing Out Sister,You on my mind
3566,System of a down,Chop suey
5906,SZA,Kill bill
3596,T-Pain feat. Chris Brown,Freeze
1303,T-Rex,Ride a white swan
7,Take That,Sure
2109,Take That,Said it all
2463,Takida,Handlake village
1690,Tammy Wynette,Your good girl's gonna' go bad
2053,Tammy Wynette,Stand by your man
278,Tarsha Vega,Goodbye girl
41,Tasmin Archer,Sleeping satellite
1950,Taste of honey,Boogie oogie oogie
5821,Tate Mcrae ft Khalid,Working
213,Tatu,Not gonna get us
3659,Taylor Dayne,Naked without you
5289,Taylor Dayne,Don't Rush Me
5291,Taylor Dayne,Love Will Lead You Back
5293,Taylor Dayne,I'll Always Love You
2114,Taylor Swift,Teardrops on my guitar
3992,Taylor Swift,If this were a movie
4074,Taylor Swift,Beautiful eyes
4077,Taylor Swift,Innocent
5443,Taylor Swift,22
5661,Taylor Swift,The man
5909,Taylor Swift,Cruel summer
1371,Tears For Fears,Everybody wants to rule the world
5011,Tears For Fears,Pale shelter
5014,Tears For Fears,Call me mellow
2933,Technotronic,Pump up the jam
1520,Ted G�rdestad,Jag vill ha en egen m�ne
2465,Ted G�rdestad,F�r k�rlekens skull
5299,Temper Trap,Sweet Disposition
1435,Temptations,My girl
2284,Tennessee Ernie Ford,Sixteen tons
5523,Terror squad,Lean back
3758,Terry Jacks,Seasons in the sun
81,Texas,In our lifetime
924,The Ark,The worrying kind
669,The Attic,I just can't help it
5301,The Beatles,Helter Skelter
3439,The Calling,Anything
5020,The Calling,Adrienne
5025,The Cars,Just what I needed
5691,The cartoons,Doo dah
473,The Corrs,Irresistible
2951,The Corrs,What can I do
874,The Cure,Just like heaven
2007,The Doors,Light my fire
5303,The Doors,Break On Through
3633,The Fixx,One thing leads to another
2238,The Fray,How to save a life
2239,The Fray,Over my head (Cable car)
3588,The Fray,Never say never
5304,The Hives,Hate To Say I Told You So
5305,The Hives,Main Offender
5306,The Hives,Walk Idiot Walk
5029,The Isley Brothers,Fight the power
5030,The Isley Brothers,Contagious
5307,The Isley Brothers,Harvest For The World
3702,The Judds,Guardian angels
3703,The Judds,A girl's night out
3704,The Judds,Change of heart
3705,The Judds,River of time
3259,The Monkier,Oh my God!
5834,The offspring,We never have sex anymore
5568,The police,Roxanne
5570,The Police,Walking on the moon
5638,The pussycat dolls,Don't cha
5308,The Rolling Stones,Gimme Shelter
5573,The script,Rain
5517,The Weeknd,Earned it
5519,The Weeknd,I feel it coming
3556,The Who,Gettin' in tune
3797,The Who,My generation
5807,The who,I cant explain
5836,The who,Behind blue eyes
5838,The who,Were ot going to take it
2922,Thin Lizzy,Jailbreak
2936,Thin Lizzy,Rosalie
2938,Thin Lizzy,Sarah
2944,Thin Lizzy,The boys are back in town
3766,Thin Lizzy,Dancing in the moonlight
5033,Third Eye Blind,Semi-charmed life
5034,Third Eye Blind,How's it going to be
5035,Third Eye Blind,Jumper
793,Thorleifs,Gr�t inga t�rar
3935,Three Days Grace,I hate everything about you
3580,Three Dog Night,Mama told me (not to come)
5655,Tiesto ft Rita Ora,Ritual
4064,Timbaland & Justin Timberlake,Carry out
5040,Timbaland & Justin Timberlake,Carry out
4038,Timbaland & Keri Hilson,The way I are
5311,Timbaland And One Republic,Apologize
703,Timbuktu,Det l�ser sig
5041,Timbuktu,Flickan och kr�kan
264,Timmy T,One more try
2472,Timoteij,Kom (run)
4310,Timoteij,Stormande hav
1473,Tina Turner,The best
1689,Tina Turner,"River deep, mountain high"
2511,Tina Turner,What's love got to do with it
3747,Tina Turner,When the heartache is over
4025,Tina Turner,Private dancer
909,Tingeling feat. Pihlman,Tingeling
4201,Tinie Tempah & Wiz Khalifa,Till I'm gone
5312,Tinie Tempah Feat Eric Turner,Written In The Stars
73,Tlc,No scrub
2375,Toby Keith,Lost you anyway
2900,Toby Keith,A woman's touch
2902,Toby Keith,Big ol' truck
2906,Toby Keith,Does that blue moon ever shine
2913,Toby Keith,Getcha some
2925,Toby Keith,Me too
2958,Toby Keith,American soldier
5507,Toby Keith,As good as i once was
5043,Tokio Hotel,Ready set go!
385,Tom Jones,I'll never fall in love again
1284,Tom Jones,Sex bomb
1409,Tom Jones,It's not unusual
2293,Tom Jones,Delilah
5046,Tom Jones,Help yourself
5707,Tom Jones,Baby it's cold outside
3165,Tom Jones & Cardigans,Burning down the house
879,Tom Petty,I won't back down
1030,Tomas Dileva,Vem ska jag tro p�
986,Tomas Ledin,Det ligger i luften
1061,Tomas Ledin,Sommaren �r kort
1504,Tomas Ledin,Bl� bl� k�nslor
1505,Tomas Ledin,Du kan lita p� mig
1506,Tomas Ledin,En del av mitt hj�rta
1507,Tomas Ledin,F�r dina �gons skull
1508,Tomas Ledin,I natt �r jag din
1509,Tomas Ledin,Just nu
1510,Tomas Ledin,Knivhuggarrock
1511,Tomas Ledin,Lika hoppl�st f�r�lskad
1512,Tomas Ledin,L�ng v�g tillsammans
1513,Tomas Ledin,Sensuella Isabella
1515,Tomas Ledin,Vi �r p� g�ng
5668,Tomas Ledin,En dag p� stranden
3502,Tommy James,Crystal blue persuasion
981,Tommy K�rberg,Stad i ljus
991,Tommy K�rberg,"Judy, min v�n"
933,Tommy Nilsson,Jag tror p� m�nniskan
1025,Tommy Nilsson,�ppna din d�rr
1213,Tommy Roe,Sheila
2082,Tommy Roe,Dizzy
1516,Tone Norum & Tommy Nilsson,Allt som jag k�nner
5639,Tones and I,Dance monkey
5755,Tones and I,Fly Away
427,Toni Braxton,Un-break my heart (original)
1156,Toni Braxton,Un-break my heart (remix)
2086,Toni Braxton,You're makin me high
1761,Tony Christie,Is this the way to Amarillo
2000,Tony!Tony!Tony!,Anniversary song
5047,Tooji (Eurovision 2012 Norway),Stay
776,Tor Endresen,Ingen er s� nydelig som du
785,Tor Endresen,Radio Luxembourg
4001,Tori Amos,Cornflake girl
2937,Toto,Rosanna
2907,Trace Adkins,Don't lie
2940,Trace Adkins,Songs about me
2957,Trace Adkins,You're gonna miss this
2959,Trace Adkins,I'm gonna love you anyway
3920,Trace Adkins,Every light in the house is on
3403,Tracy Chapman,Baby can I hold you
5913,Tracy Chapman,Talkin' bout revolution
477,Trademark,Miss you finally
1038,Trance Dance,You're gonna get it
3782,Travis/Fran Healey,Closer
3472,Triumph,Lay it on the line
1494,Troggs,Wild thing
1739,Turtles,Elenore
200,Tweet,Oops oh my
203,U2,Electrical storm
1400,U2,I still haven't found what I'm looking for
2908,U2,Even better than the real thing
2919,U2,In a little while
2928,U2,Mysterious ways
2932,U2,Pride in the name of love
2069,UB40,Can't help falling in love
2079,UB40,Kingston town
5612,UB40,Come back darling
5613,UB40,Maybe tomorrow
1055,Uffe Neidemar,H�ng me p� party
5670,Uffe Neidemar,H�ng med p� party
2904,Ugly Kid Joe,Cat's in the cradle
2909,Ugly Kid Joe,Everything about you
2461,Ulf Lundell,�ppna landskap
4084,Ulf Lundell,Sn�n faller och vi med den
5050,Ulf Lundell,"Sextiosju, sextiosju"
5678,Ulf Lundell,Oh  lalala jag vill ha dig
4308,Ulrik Munther,Soldiers
4033,Ultravox,The voice
4047,Ultravox,Love's great adventure
255,Uncle Kracker,Drift away
5452,Unit 4 2,Concrete And Clay
3661,Uriah Heep,Stealin'
1675,Usher,Burn
2946,Usher,U don't have to call
2947,Usher,U remind me
2955,Usher,You make me wanna
5051,Usher,U-turn
3085,Usher & Alicia Keys,My boo
2924,Usher & Young Jeezy,Love in this club
1795,Val Doonican,Walk tall
1843,Van Halen,Pretty woman
5052,Van Morrison,Moondance
2439,Vanessa Amorosi,Absolutely everybody
3923,Vanessa Amorosi,Perfect
3954,Vanessa Amorosi,Hazardous
3960,Vanessa Amorosi,Mr Mysterious
3986,Vanessa Amorosi,Gossip
3991,Vanessa Amorosi,Amazing
4062,Vanessa Amorosi,This is who I am
4070,Vanessa Amorosi,Holiday
104,Vanessa Carlton,Ordinary day
2918,Vanilla Ice,Ice ice baby
2931,Vanilla Ice,Play that funky music
5314,Velvet Underground,I'm Waiting For The Man
95,Vengaboys,Kiss (when the sun don't shine)
5710,Vengaboys,Sha la la la la
5711,Vengaboys,We like to party
5712,Vengaboys,Were going to Ibiza
3803,Veronica Maggio,17 �r
4315,Veronica Maggio,V�lkommen in
637,Vikingarna,"H�ga berg, djupa hav"
638,Vikingarna,Till mitt eget blue Hawaii
791,Vikingarna,Du �r min sommar Marie
801,Vikingarna,Tio tusen r�da rosor
1497,Village People,Ymca
1960,Village People,Macho man
670,Vincent Hamilton,Jag vill ha en egen m�ne
4008,Visage,Fade to grey
5322,Volbeat,Lola Montez
5462,Volbeat,A Warrior's Call
5464,Volbeat,Fallen
5465,Volbeat,Heaven Nor Hell
5467,Volbeat,Still Counting
3690,Wallflowers,One headlight
2934,Warren G & Nate Dog,Regulate
2282,Waylon Jennings,Okie from Muskogie
4044,Weezer,Pork and beans
4058,Weezer,If you're wondering if I want you to
3649,West Side Story,Maria
87,Westlife,Up town girl
118,Westlife,Bop bop baby
244,Westlife,Hey whatever
413,Westlife,I lay my love on you
450,Westlife,My love
826,Westlife,You raise me up
2384,Westlife,Unbreakable
1423,Wet wet wet,Love is all around
1142,Wham,I'm your man
4049,Wham,Wham rap (enjoy what you do)
4017,Wheatus,Leroy
3948,White Lies,To lose my life
2249,White Stripes,Seven nation army
5316,Whitesnake,Love Ain't No Stranger
295,Whitney Houston,Where do broken hearts go
319,Whitney Houston,I have nothing
374,Whitney Houston,One moment in time
476,Whitney Houston,Saving all my love for you
588,Whitney Houston,Count on me
645,Whitney Houston,You give good love
1813,Whitney Houston,Greatest love of all
1814,Whitney Houston,Exhale (shoop shoop)
1815,Whitney Houston,It's not right but it's okay
1817,Whitney Houston,I'm your baby tonight
1818,Whitney Houston,All the man that I need
1819,Whitney Houston,I believe in you and me
1821,Whitney Houston,Didn't we almost have it all
1823,Whitney Houston,Heartbreak hotel
2013,Whitney Houston,I wanna dance with somebody who loves me
2084,Whitney Houston,My love is your love
3911,Whitney Houston,Unashamed
3952,Whitney Houston,I look to you
4053,Whitney Houston,Miracle
5318,Whitney Houston,I Go To The Rock
5319,Whitney Houston,Joy
5320,Whitney Houston,Run To You
4142,Whitney Houston & Enrique Iglesias,Could I have this kiss forever
3868,Whitney Houston & Jermaine Jackson,If you say my eyes are beautiful
5455,"Who, The",Baba O'riley
5538,Will Smith,Wild wild west
5457,Will Smith,Gettin Jiggy With It
129,Will Young,Light my fire
1123,Will Young,Evergreen
1286,Will Young,Who am I
5461,Wiz Khalifa Feat. Charlie Puth,See You Again
1035,X-Models,Tv� av oss
3813,Yazoo,Only you
3925,Yazoo,The other side of love
55,Yazz,The only way is up
3861,Yolanda Adams,Open my heart
1954,Yvonne Elliman,If I can't have you
1674,Yvonne Fair,It should have been me
5468,Zac Brown Band,Chicken Fried
5470,Zac Brown Band,Highway 20 Ride
5471,Zac Brown Band,Homegrown
5472,Zac Brown Band,Knee Deep
5474,Zac Brown Band Feat Alan Jackson,As She's Walking Away
3503,Zager & Evans,In the year 2525
5841,Zara Larsson,All the time
5842,Zara Larsson,Ruin my life
